Label,lumMean,lumSD,area,lwMean,lwSD,mwMean,mwSD,swMean,swSD,vsMean,vsSD,dblMean,dblSD
aggeneys_olivacea_CDE/CDE_b14_a1,0.210136654,0.087998061,30524,0.210136654,0.087998061,0.164715965,0.068156617,0.124162944,0.054796346,0.098278924,0.038364004,0.171177287,0.071241262
aggeneys_olivacea_CDE/CDE_b14_a2,0.224037071,0.105999969,43487,0.224037071,0.105999969,0.162466634,0.073003161,0.113697725,0.055518687,0.086512475,0.037017928,0.172441995,0.079511782
aggeneys_olivacea_CDE/CDE_b14_a3,0.094340756,0.050086539,41518,0.094340756,0.050086539,0.077751334,0.035814053,0.054734201,0.028498509,0.048471745,0.019820491,0.077769353,0.038372713
aggeneys_olivacea_CDE/CDE_b14_b1,0.356639811,0.094266215,229586,0.356639811,0.094266215,0.263021462,0.090430428,0.225204927,0.086380980,0.199136508,0.073505803,0.284747671,0.090429033
aggeneys_olivacea_CDE/CDE_b14_b2,0.280355019,0.052098558,2732,0.280355019,0.052098558,0.166632896,0.040635209,0.121314798,0.031375870,0.104814569,0.023575095,0.192710096,0.042059432
aggeneys_olivacea_CDE/CDE_b14_b3,0.344242981,0.114354675,889320,0.344242981,0.114354675,0.256990362,0.101762344,0.215328183,0.092695783,0.190096817,0.077246870,0.276464464,0.102947484
aggeneys_olivacea_CDE/CDE_b14_b4,0.310070955,0.108997821,75686,0.310070955,0.108997821,0.216407227,0.078544334,0.157931781,0.059188262,0.127808381,0.042424903,0.235337356,0.084000772
aggeneys_olivacea_CDE/CDE_b14_b5,0.353272376,0.095526545,421364,0.353272376,0.095526545,0.263086448,0.085625829,0.228987351,0.080547589,0.206078436,0.069702567,0.284359947,0.085940292
aggeneys_olivacea_CDE/CDE_b14_b6,0.238286745,0.047015941,24427,0.238286745,0.047015941,0.175373883,0.042788285,0.144674353,0.041239537,0.130794092,0.037384902,0.188820064,0.042183502
aggeneys_olivacea_CDE/CDE_b14_b7,0.411034044,0.109286351,1256577,0.411034044,0.109286351,0.337858606,0.111307913,0.291049552,0.106103473,0.248070020,0.089003765,0.352883626,0.108071486
aggeneys_olivacea_CDE/CDE_b14_c1,0.214762965,0.065515604,9575,0.214762965,0.065515604,0.109362565,0.057489915,0.068861573,0.045652600,0.058431086,0.032273629,0.133600526,0.055953666
aggeneys_olivacea_CDE/CDE_b15_a1,0.145132853,0.073964267,40061,0.145132853,0.073964267,0.107227649,0.052000212,0.074656134,0.041307077,0.059915710,0.029259034,0.112623485,0.056338380
aggeneys_olivacea_CDE/CDE_b15_a2,0.158110091,0.057959821,50078,0.158110091,0.057959821,0.117728091,0.047893498,0.081806853,0.040757309,0.063109807,0.030757371,0.123512753,0.048497875
aggeneys_olivacea_CDE/CDE_b15_a3,0.126922223,0.076050038,54045,0.126922223,0.076050038,0.100519016,0.049393440,0.073488404,0.037874496,0.062417376,0.027346509,0.103244339,0.054915466
aggeneys_olivacea_CDE/CDE_b15_b1,0.372942349,0.094513113,428364,0.372942349,0.094513113,0.305479186,0.092397572,0.274965065,0.090327827,0.254375512,0.081146236,0.320925867,0.092122120
aggeneys_olivacea_CDE/CDE_b15_b2,0.252349521,0.036323434,5431,0.252349521,0.036323434,0.173891378,0.031236221,0.133325622,0.028851294,0.111456043,0.024837369,0.190258392,0.031316264
aggeneys_olivacea_CDE/CDE_b15_b3,0.254985676,0.027920318,929,0.254985676,0.027920318,0.200199938,0.028373257,0.164543677,0.030257782,0.141646550,0.027331998,0.210429893,0.027349998
aggeneys_olivacea_CDE/CDE_b15_b4,0.339754166,0.077589256,185510,0.339754166,0.077589256,0.295909305,0.074509939,0.282818677,0.075389809,0.268715306,0.080410124,0.306478195,0.073516566
aggeneys_olivacea_CDE/CDE_b15_b5,0.221883341,0.067909171,121862,0.221883341,0.067909171,0.197617158,0.068682933,0.187192920,0.070074586,0.187847941,0.069469994,0.202713477,0.067942913
aggeneys_olivacea_CDE/CDE_b15_b6,0.261910814,0.061267962,69496,0.261910814,0.061267962,0.191050201,0.060221688,0.161212285,0.058026380,0.152192935,0.054839934,0.207228597,0.059134224
aggeneys_olivacea_CDE/CDE_b15_c1,0.153232483,0.047500721,46500,0.153232483,0.047500721,0.080362638,0.039253514,0.044310011,0.030802189,0.037039193,0.023546493,0.095310344,0.039367270
aggeneys_olivacea_CDE/CDE_b16_a1,0.185251830,0.076174082,41260,0.185251830,0.076174082,0.116807715,0.056222612,0.074377298,0.046219309,0.054186950,0.031705250,0.129761499,0.059074470
aggeneys_olivacea_CDE/CDE_b16_a2,0.185951948,0.083252939,31128,0.185951948,0.083252939,0.118922493,0.062819681,0.076342554,0.052511879,0.055894542,0.036074159,0.131462704,0.065963020
aggeneys_olivacea_CDE/CDE_b16_a3,0.148711702,0.064095773,43073,0.148711702,0.064095773,0.102554397,0.053884993,0.067934573,0.046898668,0.051314706,0.033909729,0.110023839,0.054747622
aggeneys_olivacea_CDE/CDE_b16_b1,0.287374358,0.071160330,77355,0.287374358,0.071160330,0.194062018,0.068751016,0.133659231,0.070461966,0.107352963,0.064004568,0.212542723,0.067819459
aggeneys_olivacea_CDE/CDE_b16_b2,0.306341427,0.071846875,11363,0.306341427,0.071846875,0.191709914,0.077276944,0.158764815,0.075745644,0.142427709,0.068835768,0.219911403,0.075188141
aggeneys_olivacea_CDE/CDE_b16_b3,0.409984453,0.113718317,22744,0.409984453,0.113718317,0.336336448,0.111190751,0.295152364,0.108086242,0.251271275,0.091227235,0.352160574,0.110385007
aggeneys_olivacea_CDE/CDE_b16_b4,0.218118922,0.081771644,898870,0.218118922,0.081771644,0.166446402,0.076345429,0.137206389,0.074784025,0.126304706,0.067297106,0.176946793,0.075983341
aggeneys_olivacea_CDE/CDE_b16_c1,0.095757184,0.055698240,8833,0.095757184,0.055698240,0.025514605,0.039470589,-0.001393165,0.029952197,0.000154883,0.021989065,0.040893371,0.041285445
aggeneys_olivacea_CDE/CDE_b16_c2,0.166695456,0.068419184,4979,0.166695456,0.068419184,0.056771095,0.051340648,0.019663288,0.037294931,0.015862746,0.028614412,0.082538900,0.052931754
aggeneys_olivacea_CDE/CDE_b17_a1,0.263267590,0.113323397,28510,0.263267590,0.113323397,0.171925393,0.075279250,0.124204844,0.055793045,0.097732002,0.038008521,0.191070306,0.083077081
aggeneys_olivacea_CDE/CDE_b17_a2,0.296358435,0.099728488,38903,0.296358435,0.099728488,0.200191208,0.086559284,0.149480860,0.076023091,0.116248890,0.054734582,0.220441027,0.087397839
aggeneys_olivacea_CDE/CDE_b17_a3,0.199409182,0.113848670,25030,0.199409182,0.113848670,0.128491410,0.076891647,0.091015798,0.057899280,0.075952092,0.038348011,0.142900018,0.084390551
aggeneys_olivacea_CDE/CDE_b17_b1,0.269185925,0.049153406,1201,0.269185925,0.049153406,0.138480432,0.041010346,0.078045592,0.030076607,0.058252184,0.023645006,0.167559985,0.040528194
aggeneys_olivacea_CDE/CDE_b17_b2,0.446396840,0.071792628,1748,0.446396840,0.071792628,0.294304330,0.065598747,0.213270362,0.056608064,0.162727582,0.043864025,0.327521807,0.065783395
aggeneys_olivacea_CDE/CDE_b17_b3,0.258812978,0.028431512,1307,0.258812978,0.028431512,0.080830660,0.024676211,0.055583222,0.017441752,0.061103677,0.014811035,0.128209124,0.023408252
aggeneys_olivacea_CDE/CDE_b17_b4,0.381081440,0.162186812,50191,0.381081440,0.162186812,0.312230285,0.145132951,0.283520566,0.139122591,0.251749988,0.118151319,0.328085486,0.149135715
aggeneys_olivacea_CDE/CDE_b17_b5,0.485766497,0.058771063,70399,0.485766497,0.058771063,0.415595975,0.063191767,0.391069810,0.067100621,0.351970456,0.061894897,0.432731555,0.061964390
aggeneys_olivacea_CDE/CDE_b17_b6,0.273581486,0.076196310,18761,0.273581486,0.076196310,0.190063029,0.063963750,0.150725771,0.057266523,0.128968435,0.046499535,0.208308530,0.065119680
aggeneys_olivacea_CDE/CDE_b17_c1,0.184733305,0.066394382,5574,0.184733305,0.066394382,0.059754149,0.055311963,0.026821763,0.043080996,0.026919946,0.034090469,0.090469432,0.054750636
aggeneys_olivacea_CDE/CDE_b18_a1,0.192968257,0.103095012,52366,0.192968257,0.103095012,0.134670806,0.073945447,0.082974922,0.055540555,0.057997059,0.038240445,0.143575484,0.079255858
aggeneys_olivacea_CDE/CDE_b18_a2,0.229735554,0.110399183,48151,0.229735554,0.110399183,0.164181743,0.078134459,0.107710574,0.058406353,0.077056404,0.039387108,0.174575112,0.084136309
aggeneys_olivacea_CDE/CDE_b18_a3,0.222528386,0.080053609,55076,0.222528386,0.080053609,0.161083077,0.065361642,0.102000203,0.054534165,0.069401354,0.040114486,0.169921549,0.067143849
aggeneys_olivacea_CDE/CDE_b18_b1,0.301877966,0.079207713,11451,0.301877966,0.079207713,0.204636464,0.078273993,0.171674012,0.070208421,0.154096979,0.057503977,0.227850735,0.077179317
aggeneys_olivacea_CDE/CDE_b18_b2,0.308832468,0.146789074,566115,0.308832468,0.146789074,0.249273536,0.136690515,0.218787486,0.130543185,0.193751347,0.112338508,0.262009780,0.137883065
aggeneys_olivacea_CDE/CDE_b18_b3,0.322972690,0.114225147,478350,0.322972690,0.114225147,0.287490727,0.110301677,0.266337329,0.109317064,0.245503633,0.094508340,0.294665402,0.110921205
aggeneys_olivacea_CDE/CDE_b18_b4,0.538338980,0.098583375,676557,0.538338980,0.098583375,0.447344021,0.089811421,0.414069673,0.087800512,0.386928734,0.082373383,0.469870826,0.090859619
aggeneys_olivacea_CDE/CDE_b18_c1,0.158621008,0.055180502,4350,0.158621008,0.055180502,0.051478855,0.042822413,0.015219820,0.030405985,0.013262148,0.019549010,0.076354979,0.042907702
aggeneys_olivacea_CDE/CDE_b18_c2,0.131657530,0.063437478,6932,0.131657530,0.063437478,0.047800571,0.053728417,0.017335251,0.045405102,0.017458730,0.035538306,0.066667695,0.054123881
aggeneys_olivacea_CDE/CDE_b19_a1,0.223516439,0.097975213,87798,0.223516439,0.097975213,0.198805076,0.076727192,0.157168208,0.060645341,0.129891098,0.042201794,0.199261292,0.080055278
aggeneys_olivacea_CDE/CDE_b19_a2,0.209222026,0.083750413,62902,0.209222026,0.083750413,0.191405431,0.071064027,0.152446847,0.059337841,0.126825511,0.042566432,0.190100828,0.072363984
aggeneys_olivacea_CDE/CDE_b19_a3,0.242187602,0.089362865,82672,0.242187602,0.089362865,0.207773564,0.070143757,0.160066736,0.057020600,0.129620510,0.039066112,0.210156318,0.072885130
aggeneys_olivacea_CDE/CDE_b19_b1,0.412397524,0.115251489,77796,0.412397524,0.115251489,0.310673841,0.097614591,0.249784209,0.087778432,0.207476759,0.072319088,0.332063724,0.100452587
aggeneys_olivacea_CDE/CDE_b19_b2,0.294979850,0.096270343,41766,0.294979850,0.096270343,0.235982551,0.085080803,0.194896787,0.076329398,0.167804760,0.062610092,0.247142426,0.086886558
aggeneys_olivacea_CDE/CDE_b19_b3,0.382681931,0.083042693,44796,0.382681931,0.083042693,0.263439510,0.078019003,0.205899336,0.071231970,0.173337586,0.058711708,0.290217158,0.077869759
aggeneys_olivacea_CDE/CDE_b19_c1,0.163712544,0.049239330,10305,0.163712544,0.049239330,0.090672093,0.042508244,0.057457617,0.034079390,0.052255717,0.024589572,0.106072936,0.041855689
aggeneys_olivacea_CDE/CDE_b19_c2,0.193794297,0.076264024,16455,0.193794297,0.076264024,0.107435500,0.064394521,0.072433990,0.049825028,0.063691848,0.036583901,0.126815761,0.064469200
aggeneys_olivacea_CDE/CDE_b20_a1,0.244157240,0.084400857,37706,0.244157240,0.084400857,0.165768619,0.059013076,0.125655020,0.044638446,0.102247353,0.029193921,0.181796831,0.063838265
aggeneys_olivacea_CDE/CDE_b20_a2,0.198990308,0.081523576,32369,0.198990308,0.081523576,0.141047931,0.063257955,0.107218895,0.050478113,0.088630267,0.034402102,0.151798137,0.066193251
aggeneys_olivacea_CDE/CDE_b20_a3,0.144965746,0.059796139,45662,0.144965746,0.059796139,0.111725967,0.048236654,0.086738655,0.038510169,0.074724188,0.027208976,0.116264725,0.049613723
aggeneys_olivacea_CDE/CDE_b20_b1,0.237026094,0.088382964,138153,0.237026094,0.088382964,0.170428978,0.068214022,0.129953665,0.055908714,0.109681797,0.043063133,0.183490271,0.071013360
aggeneys_olivacea_CDE/CDE_b20_b2,0.245219044,0.090029546,55242,0.245219044,0.090029546,0.195437257,0.078623662,0.158119874,0.072430850,0.138799508,0.059832735,0.204012366,0.080503349
aggeneys_olivacea_CDE/CDE_b20_b3,0.351706078,0.107962799,404403,0.351706078,0.107962799,0.227224471,0.088780073,0.181487009,0.077628601,0.155728517,0.059076020,0.256792264,0.090719962
aggeneys_olivacea_CDE/CDE_b20_b4,0.463447210,0.065300582,7444,0.463447210,0.065300582,0.305247279,0.062402533,0.229819002,0.057165250,0.184599240,0.044592479,0.341154513,0.060019736
aggeneys_olivacea_CDE/CDE_b20_b5,0.337098095,0.040360059,1674,0.337098095,0.040360059,0.189734101,0.027642758,0.127152312,0.020391339,0.100103291,0.015319902,0.223560174,0.028551080
aggeneys_olivacea_CDE/CDE_b20_b6,0.357117209,0.109610366,995954,0.357117209,0.109610366,0.294671436,0.106235481,0.260755467,0.099995749,0.230402202,0.086411262,0.307961749,0.105329907
aggeneys_olivacea_CDE/CDE_b20_c1,0.182701748,0.045396761,2596,0.182701748,0.045396761,0.116181827,0.035598474,0.081505638,0.028061031,0.069157745,0.020641345,0.129869904,0.035843540
alexanderbay_herrei_RS/3859_3862_a1,0.285686654,0.066529300,20118,0.285686654,0.066529300,0.208361268,0.056085286,0.136195780,0.040653429,0.098931289,0.026140792,0.220608376,0.056962240
alexanderbay_herrei_RS/3859_3862_b1,0.246802651,0.178275270,293644,0.246802651,0.178275270,0.223883573,0.160645048,0.183441103,0.141866634,0.148576812,0.107275467,0.224674434,0.163372884
alexanderbay_herrei_RS/3859_3862_b2,0.563974134,0.142486434,21347,0.563974134,0.142486434,0.468388533,0.135882928,0.384305799,0.120145925,0.289975598,0.084052086,0.485683409,0.135443148
alexanderbay_herrei_RS/3859_3862_b3,0.440470865,0.052483363,24136,0.440470865,0.052483363,0.376702882,0.056423116,0.307524986,0.057421736,0.240256738,0.042537571,0.386208415,0.054721926
alexanderbay_herrei_RS/3859_3862_b4,0.344039794,0.097647720,22341,0.344039794,0.097647720,0.279443312,0.086734440,0.203912690,0.072157390,0.148599999,0.050717172,0.287699696,0.086739905
alexanderbay_herrei_RS/3859_3862_b5,0.343425829,0.093383988,5799,0.343425829,0.093383988,0.267592323,0.086327624,0.193288831,0.077636539,0.135341923,0.053591882,0.279165921,0.086287014
alexanderbay_herrei_RS/3859_3862_b6,0.137839807,0.066684672,45359,0.137839807,0.066684672,0.127627753,0.061929357,0.097338784,0.050351700,0.081597633,0.031275558,0.125642071,0.060324181
alexanderbay_herrei_RS/3859_3862_c1,0.341532953,0.070122739,71061,0.341532953,0.070122739,0.262681206,0.059288181,0.194608076,0.043664206,0.147235922,0.028179547,0.276272703,0.059643040
alexanderbay_herrei_RS/3859_3862_c2,0.169676288,0.036425026,21786,0.169676288,0.036425026,0.134772718,0.031004016,0.093106132,0.022668183,0.073892331,0.014701392,0.138234928,0.030921515
alexanderbay_herrei_RS/3859_3862_c3,0.212693776,0.067703573,97788,0.212693776,0.067703573,0.174541355,0.054227476,0.133829074,0.039314103,0.109992768,0.024300266,0.179460710,0.055352955
alexanderbay_herrei_RS/3859_3862_c4,0.234284275,0.058855351,53541,0.234284275,0.058855351,0.178653401,0.048166298,0.128100222,0.035617023,0.099818421,0.021813664,0.187355140,0.048682864
alexanderbay_herrei_RS/3859_3862_c5,0.202325645,0.050215756,27399,0.202325645,0.050215756,0.156445506,0.041390620,0.111456240,0.030848061,0.087668444,0.019579086,0.162934509,0.041503406
alexanderbay_herrei_RS/3865_3867_a1,0.305973108,0.118413549,15530,0.305973108,0.118413549,0.202493263,0.096135872,0.144088843,0.070458554,0.112037014,0.047848207,0.223984279,0.099266486
alexanderbay_herrei_RS/3865_3867_a2,0.223373059,0.070431434,12174,0.223373059,0.070431434,0.144249841,0.062683484,0.101232005,0.051082379,0.080571464,0.037436681,0.160415348,0.063239104
alexanderbay_herrei_RS/3865_3867_a3,0.220249258,0.059019748,10024,0.220249258,0.059019748,0.148757750,0.046440179,0.104715814,0.033615327,0.086163127,0.021623659,0.162640431,0.048077773
alexanderbay_herrei_RS/3865_3867_b1,0.272629656,0.211103294,133494,0.272629656,0.211103294,0.246620210,0.191343353,0.201600214,0.170572695,0.158673526,0.126085316,0.247523697,0.194802735
alexanderbay_herrei_RS/3865_3867_b2,0.213794117,0.092425804,101889,0.213794117,0.092425804,0.175305546,0.073339273,0.118536442,0.057309761,0.089761275,0.043220125,0.178216018,0.075155912
alexanderbay_herrei_RS/3865_3867_b3,0.233733203,0.089845911,20142,0.233733203,0.089845911,0.202924345,0.085370154,0.161573975,0.082878238,0.133139534,0.067066443,0.205685646,0.084726890
alexanderbay_herrei_RS/3865_3867_b4,0.141783065,0.061031267,33753,0.141783065,0.061031267,0.117733651,0.054249733,0.084276101,0.045037206,0.071043795,0.028341311,0.119320304,0.053029635
alexanderbay_herrei_RS/3865_3867_b5,0.287661040,0.115427679,29922,0.287661040,0.115427679,0.265636480,0.108735016,0.238012393,0.103928700,0.207552614,0.079002564,0.267883758,0.109442697
alexanderbay_herrei_RS/3865_3867_b6,0.178715028,0.089144463,124242,0.178715028,0.089144463,0.152866692,0.078293567,0.117057700,0.065650769,0.097561151,0.049019780,0.154794388,0.078933696
alexanderbay_herrei_RS/3865_3867_b7,0.322691527,0.157621521,293190,0.322691527,0.157621521,0.294705031,0.142010061,0.250575554,0.130128217,0.210772625,0.100069898,0.296795032,0.144741593
alexanderbay_herrei_RS/3865_3867_c1,0.202729588,0.060949498,49227,0.202729588,0.060949498,0.156093346,0.050153884,0.112579928,0.036436546,0.090393101,0.022933962,0.162991730,0.050480262
alexanderbay_herrei_RS/3865_3867_c2,0.244623897,0.067815459,42261,0.244623897,0.067815459,0.186007133,0.056893038,0.133599117,0.042912007,0.102563668,0.028223094,0.195316147,0.057389684
alexanderbay_herrei_RS/3865_3867_p1,0.178715028,0.089144463,124242,0.178715028,0.089144463,0.152866692,0.078293567,0.117057700,0.065650769,0.097561151,0.049019780,0.154794388,0.078933696
alexanderbay_herrei_RS/3871_3877_a1,0.048972523,0.058199459,17462,0.048972523,0.058199459,0.041870898,0.045206202,0.023318972,0.034177603,0.027427235,0.022075168,0.039868674,0.046993286
alexanderbay_herrei_RS/3871_3877_a1,0.273266703,0.092258103,8256,0.273266703,0.092258103,0.208331741,0.071966639,0.140298678,0.044280016,0.104973542,0.024438320,0.217390812,0.074100633
alexanderbay_herrei_RS/3871_3877_a2,0.122291521,0.092320043,11642,0.122291521,0.092320043,0.097936985,0.073850654,0.071210152,0.056250517,0.064948783,0.037637778,0.100067426,0.076064733
alexanderbay_herrei_RS/3871_3877_a2,0.301572287,0.107825814,11628,0.301572287,0.107825814,0.214711289,0.082268650,0.135717321,0.055767769,0.099330152,0.034302585,0.228754404,0.086234356
alexanderbay_herrei_RS/3871_3877_a3,0.333173442,0.086726482,9294,0.333173442,0.086726482,0.233408076,0.069793998,0.148294273,0.046173946,0.108908658,0.026351407,0.250551914,0.071271448
alexanderbay_herrei_RS/3871_3877_b1,0.192642004,0.125813495,109026,0.192642004,0.125813495,0.176891366,0.111093259,0.136917857,0.088582799,0.111692115,0.061406249,0.175363537,0.110866668
alexanderbay_herrei_RS/3871_3877_b2,0.643468157,0.151727328,11270,0.643468157,0.151727328,0.545202903,0.139070170,0.430031294,0.116318086,0.312112960,0.082007165,0.560004340,0.139688315
alexanderbay_herrei_RS/3871_3877_b3,0.342676596,0.156838850,37758,0.342676596,0.156838850,0.300883336,0.147618479,0.248121707,0.136753983,0.202112039,0.107287088,0.305963263,0.148503820
alexanderbay_herrei_RS/3871_3877_b4,0.323988774,0.166763725,69793,0.323988774,0.166763725,0.274559243,0.138346759,0.206309494,0.105227716,0.154205809,0.067044570,0.279504203,0.141379502
alexanderbay_herrei_RS/3871_3877_b5,0.620265380,0.194750997,38322,0.620265380,0.194750997,0.547493455,0.187704328,0.454630236,0.174129699,0.345006680,0.128090941,0.557894716,0.188037334
alexanderbay_herrei_RS/3871_3877_b6,0.310949973,0.135500456,70713,0.310949973,0.135500456,0.249059816,0.105912995,0.184249808,0.072157777,0.141398451,0.043434171,0.258081285,0.109555556
alexanderbay_herrei_RS/3871_3877_b7,0.081741427,0.023347971,6259,0.081741427,0.023347971,0.055916359,0.017754546,0.035212332,0.012885855,0.039699120,0.008514305,0.059438459,0.017956552
alexanderbay_herrei_RS/3871_3877_b8,0.174621658,0.140859528,64487,0.174621658,0.140859528,0.166509023,0.124357530,0.140084064,0.107541924,0.120428705,0.074801765,0.164509821,0.126388387
alexanderbay_herrei_RS/3871_3877_b9,0.185675315,0.104325449,65850,0.185675315,0.104325449,0.167780429,0.087789551,0.136994612,0.069873351,0.117988154,0.046121169,0.168105274,0.089505430
alexanderbay_herrei_RS/3871_3877_c1,0.395727065,0.089559567,35031,0.395727065,0.089559567,0.291374835,0.071733137,0.199201925,0.050448626,0.142420970,0.030790836,0.309222759,0.073330376
alexanderbay_herrei_RS/3880_3883_a1,0.252913675,0.091301626,14213,0.252913675,0.091301626,0.184247178,0.074679087,0.108955797,0.048665833,0.071442510,0.028334280,0.193151320,0.076074591
alexanderbay_herrei_RS/3880_3883_a2,0.455258808,0.104767330,9322,0.455258808,0.104767330,0.335418698,0.085049300,0.207407050,0.050661722,0.132598393,0.027148628,0.352907658,0.086065739
